Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4583,0.5215,0.4583,0.478,,,-0.1005,-0.1068
DecisionTree,Original,0.6979,0.7529,0.6979,0.7088,,,0.3813,0.4025
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,,,0.0231,0.0238
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
LogisticRegression,Anonymous,0.6042,0.5732,0.6042,0.585,,,0.0065,0.0067
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
RandomForest,Anonymous,0.4375,0.4871,0.4375,0.4563,,,-0.1803,-0.1869
RandomForest,Original,0.7917,0.7847,0.7917,0.7846,,,0.4872,0.493
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
