Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.7512,0.8122,0.7512,0.7779,,,0.0824,0.0867
DecisionTree,Original,0.7452,0.8311,0.7452,0.7795,,,0.1521,0.1665
KNN,Anonymous,0.8729,0.8334,0.8729,0.8448,,,0.142,0.1657
KNN,Original,0.8819,0.8612,0.8819,0.8676,,,0.2998,0.3136
LogisticRegression,Anonymous,0.8825,0.819,0.8825,0.8289,,,0.0061,0.0274
LogisticRegression,Original,0.8786,0.8512,0.8786,0.8589,,,0.238,0.2582
RandomForest,Anonymous,0.8727,0.8087,0.8727,0.8303,,,0.0332,0.0496
RandomForest,Original,0.8684,0.8405,0.8684,0.8506,,,0.2038,0.2156
SVM,Anonymous,0.883,0.7797,0.883,0.8281,,,0.0,0.0
SVM,Original,0.8829,0.8361,0.8829,0.8302,,,0.014,0.0539
