Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8266,0.8349,0.8266,0.8306,0.605,6.2498,0.2001,0.2005
DecisionTree,CTGAN_HYBRID,0.8357,0.8295,0.8357,0.8325,0.5839,5.9229,0.1742,0.1744
DecisionTree,GaussianCopula_HYBRID,0.7795,0.8055,0.7795,0.7918,0.5324,7.9477,0.0573,0.0579
DecisionTree,Original,0.8284,0.8388,0.8284,0.8334,0.6162,6.186,0.2187,0.2193
DecisionTree,TVAE_HYBRID,0.8233,0.8227,0.8233,0.823,0.5707,6.3693,0.1419,0.1419
KNN,Anonymous,0.8767,0.8362,0.8767,0.8454,0.6099,2.0627,0.1368,0.1683
KNN,CTGAN_HYBRID,0.8731,0.8157,0.8731,0.8333,0.5863,2.4965,0.0546,0.0768
KNN,GaussianCopula_HYBRID,0.8748,0.7985,0.8748,0.8273,0.5106,2.4196,0.0077,0.0138
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8812,0.8267,0.8812,0.8327,0.5801,2.6747,0.0338,0.0738
LogisticRegression,Anonymous,0.8941,0.8749,0.8941,0.8657,0.7548,0.3069,0.2471,0.3123
LogisticRegression,CTGAN_HYBRID,0.8938,0.8739,0.8938,0.8666,0.7238,0.3331,0.2545,0.3149
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.6767,0.3468,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8849,0.8526,0.8849,0.8519,0.6708,0.4877,0.1653,0.2176
RandomForest,Anonymous,0.8953,0.8758,0.8953,0.873,0.7762,0.3665,0.3,0.3459
RandomForest,CTGAN_HYBRID,0.8938,0.8745,0.8938,0.8652,0.7046,0.4776,0.2437,0.3094
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6555,0.3452,0.0,0.0
RandomForest,Original,0.8924,0.8704,0.8924,0.8692,0.7835,0.3586,0.2784,0.3222
RandomForest,TVAE_HYBRID,0.8896,0.8655,0.8896,0.8565,0.6869,1.3634,0.1883,0.2563
