Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8157,0.8347,0.8157,0.8245,0.609,6.6444,0.1964,0.1981
DecisionTree,CTGAN_HYBRID,0.7938,0.8187,0.7938,0.8054,0.5679,7.4335,0.1198,0.1213
DecisionTree,GaussianCopula_HYBRID,0.795,0.8057,0.795,0.8002,0.5313,7.3897,0.0594,0.0595
DecisionTree,Original,0.8298,0.8391,0.8298,0.8343,0.6162,6.1342,0.2201,0.2207
DecisionTree,TVAE_HYBRID,0.8398,0.8368,0.8398,0.8382,0.603,5.7754,0.2099,0.21
KNN,Anonymous,0.877,0.8365,0.877,0.8455,0.6061,2.0681,0.1365,0.1689
KNN,CTGAN_HYBRID,0.8736,0.8283,0.8736,0.8407,0.5871,2.3066,0.1087,0.1355
KNN,GaussianCopula_HYBRID,0.8791,0.8063,0.8791,0.829,0.532,2.7268,0.012,0.0274
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8641,0.8174,0.8641,0.8345,0.5948,2.2502,0.0864,0.1003
LogisticRegression,Anonymous,0.893,0.872,0.893,0.8652,0.7513,0.3096,0.2456,0.3057
LogisticRegression,CTGAN_HYBRID,0.8932,0.8723,0.8932,0.8661,0.7045,0.3276,0.2526,0.3105
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.7072,0.3423,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8833,0.8549,0.8833,0.8599,0.7156,0.378,0.2315,0.2625
RandomForest,Anonymous,0.8924,0.8706,0.8924,0.87,0.7755,0.3669,0.2849,0.3262
RandomForest,CTGAN_HYBRID,0.8917,0.869,0.8917,0.8657,0.7033,0.3973,0.2527,0.3041
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6494,0.3576,0.0,0.0
RandomForest,Original,0.8934,0.8723,0.8934,0.8702,0.783,0.3591,0.2838,0.3292
RandomForest,TVAE_HYBRID,0.8853,0.8582,0.8853,0.8621,0.7256,0.8139,0.2429,0.2761
