Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5,0.564,0.5,0.5189,,,-0.0195,-0.0208
DecisionTree,Original,0.7083,0.7254,0.7083,0.7145,,,0.3502,0.3532
DecisionTree,TVAE,0.5,0.564,0.5,0.5189,,,-0.0195,-0.0208
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,,,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,,,0.0192,0.02
RandomForest,CTGAN,0.5667,0.5296,0.5667,0.5451,,,-0.0982,-0.1005
RandomForest,Original,0.7958,0.7897,0.7958,0.7837,,,0.4762,0.4913
RandomForest,TVAE,0.5958,0.6152,0.5958,0.6039,,,0.0964,0.0971
