Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4343,0.4368,0.4343,0.4353,0.5626,20.3571,0.1243,0.1244
DecisionTree,CTGAN_HYBRID,0.4171,0.404,0.4171,0.4045,0.5356,21.0086,0.0692,0.0701
DecisionTree,GaussianCopula_HYBRID,0.3419,0.3681,0.3419,0.3536,0.5036,23.7204,0.017,0.0171
DecisionTree,Original,0.4476,0.453,0.4476,0.4501,0.5841,19.906,0.1549,0.155
DecisionTree,TVAE_HYBRID,0.4293,0.426,0.4293,0.4271,0.5609,20.5695,0.117,0.1171
KNN,Anonymous,0.4814,0.4258,0.4814,0.4331,0.5841,6.6296,0.0974,0.1053
KNN,CTGAN_HYBRID,0.4886,0.4071,0.4886,0.384,0.5419,8.8455,0.0375,0.0527
KNN,GaussianCopula_HYBRID,0.4793,0.3619,0.4793,0.3683,0.5088,8.5802,0.0073,0.0105
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
KNN,TVAE_HYBRID,0.4966,0.4266,0.4966,0.4199,0.5585,8.1802,0.0812,0.0987
LogisticRegression,Anonymous,0.5452,0.3615,0.5452,0.4201,0.7333,1.0531,0.1408,0.2158
LogisticRegression,CTGAN_HYBRID,0.5096,0.4075,0.5096,0.3525,0.6862,1.2091,0.0222,0.0717
LogisticRegression,GaussianCopula_HYBRID,0.516,0.3753,0.516,0.365,0.6328,1.1266,0.0335,0.1024
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
LogisticRegression,TVAE_HYBRID,0.5051,0.4604,0.5051,0.4587,0.6954,1.1986,0.1589,0.1718
RandomForest,Anonymous,0.5071,0.4488,0.5071,0.4599,0.7031,1.3588,0.1585,0.1694
RandomForest,CTGAN_HYBRID,0.4977,0.3987,0.4977,0.3769,0.6688,1.3608,0.0475,0.074
RandomForest,GaussianCopula_HYBRID,0.5007,0.3973,0.5007,0.361,0.5634,1.1826,0.0197,0.0371
RandomForest,Original,0.5326,0.476,0.5326,0.487,0.7327,1.1907,0.2171,0.2289
RandomForest,TVAE_HYBRID,0.502,0.4414,0.502,0.4523,0.6891,1.6275,0.1553,0.1659
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,CTGAN_HYBRID,0.5062,0.2562,0.5062,0.3402,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5062,0.2562,0.5062,0.3402,N/A,N/A,0.0,0.0
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,TVAE_HYBRID,0.5222,0.4357,0.5222,0.3825,N/A,N/A,0.0561,0.1291
