Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8148,0.8345,0.8148,0.8239,0.609,6.6762,0.1955,0.1973
DecisionTree,CTGAN_HYBRID,0.7201,0.8275,0.7201,0.7618,0.6004,10.0882,0.1292,0.146
DecisionTree,GaussianCopula_HYBRID,0.8008,0.8076,0.8008,0.8042,0.5355,7.1784,0.0686,0.0686
DecisionTree,Original,0.8305,0.84,0.8305,0.835,0.6187,6.1102,0.2244,0.2249
DecisionTree,TVAE_HYBRID,0.8655,0.8412,0.8655,0.8507,0.5889,4.8467,0.2146,0.2229
KNN,Anonymous,0.877,0.8365,0.877,0.8455,0.6061,2.0681,0.1365,0.1689
KNN,CTGAN_HYBRID,0.845,0.825,0.845,0.834,0.6079,1.5365,0.1484,0.1507
KNN,GaussianCopula_HYBRID,0.8791,0.8063,0.8791,0.829,0.532,2.7268,0.012,0.0274
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8084,0.8135,0.8084,0.8109,0.5983,2.6831,0.0973,0.0973
LogisticRegression,Anonymous,0.893,0.872,0.893,0.8652,0.7513,0.3096,0.2456,0.3057
LogisticRegression,CTGAN_HYBRID,0.879,0.8563,0.879,0.8636,0.7049,0.3763,0.2755,0.2897
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.7072,0.3423,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8839,0.8551,0.8839,0.8595,0.731,0.5295,0.227,0.2604
RandomForest,Anonymous,0.8945,0.8744,0.8945,0.8726,0.7739,0.3849,0.2992,0.3424
RandomForest,CTGAN_HYBRID,0.8475,0.843,0.8475,0.8452,0.6993,0.4288,0.2398,0.24
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6381,0.3714,0.0,0.0
RandomForest,Original,0.8932,0.8719,0.8932,0.8699,0.7874,0.364,0.2815,0.327
RandomForest,TVAE_HYBRID,0.8927,0.8726,0.8927,0.8626,0.7132,1.4443,0.2265,0.2947
