Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5124,0.521,0.5124,0.5164,,,0.159,0.1591
DecisionTree,CTGAN_HYBRID,0.37,0.4408,0.37,0.3943,,,0.0197,0.0205
DecisionTree,GaussianCopula_HYBRID,0.3995,0.4403,0.3995,0.4162,,,0.0173,0.0175
DecisionTree,Original,0.5416,0.5475,0.5416,0.5444,,,0.2056,0.2056
DecisionTree,TVAE_HYBRID,0.4174,0.4588,0.4174,0.4329,0.5171,20.998,0.0464,0.0472
KNN,Anonymous,0.5175,0.497,0.5175,0.505,,,0.1181,0.1188
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
KNN,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,0.5,9.3154,0.0,0.0
LogisticRegression,Anonymous,0.602,0.5249,0.602,0.4843,,,0.0762,0.1342
LogisticRegression,CTGAN_HYBRID,0.5776,0.5444,0.5776,0.5006,,,0.107,0.1279
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,,,-0.0027,-0.0201
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,,,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5879,0.4399,0.5879,0.4433,0.6679,1.2321,0.0098,0.0348
RandomForest,Anonymous,0.6086,0.5629,0.6086,0.5644,,,0.211,0.2273
RandomForest,CTGAN_HYBRID,0.5584,0.4794,0.5584,0.4988,,,0.1075,0.1168
RandomForest,GaussianCopula_HYBRID,0.5675,0.4625,0.5675,0.4778,,,0.0491,0.0636
RandomForest,Original,0.6513,0.6289,0.6513,0.6047,,,0.2907,0.3165
RandomForest,TVAE_HYBRID,0.5644,0.4848,0.5644,0.4951,0.5925,1.3391,0.0779,0.0919
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
