Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8407,0.8303,0.8407,0.8352,0.583,5.7435,0.1772,0.1778
DecisionTree,Original,0.8303,0.8403,0.8303,0.835,0.6198,6.1182,0.2258,0.2264
DecisionTree,TVAE,0.7368,0.8131,0.7368,0.7692,0.5574,9.4862,0.0827,0.0889
KNN,CTGAN,0.8742,0.8234,0.8742,0.8373,0.5887,2.555,0.0814,0.1087
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.7713,0.8067,0.7713,0.7877,0.5522,1.8553,0.0617,0.0629
LogisticRegression,CTGAN,0.8933,0.8733,0.8933,0.8644,0.7379,0.3212,0.2394,0.3042
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8617,0.8327,0.8617,0.844,0.6384,0.4422,0.1719,0.1808
RandomForest,CTGAN,0.891,0.8675,0.891,0.863,0.7186,0.5704,0.2344,0.2899
RandomForest,Original,0.8931,0.8717,0.8931,0.8699,0.7829,0.3728,0.282,0.3269
RandomForest,TVAE,0.8409,0.8291,0.8409,0.8346,0.6623,0.7529,0.171,0.1719
