Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5625,0.5864,0.5625,0.5725,0.5132,15.7691,0.0249,0.0252
DecisionTree,CTGAN_HYBRID,0.4583,0.5655,0.4583,0.4753,0.4891,19.5236,-0.0174,-0.0204
DecisionTree,GaussianCopula_HYBRID,0.5417,0.5793,0.5417,0.5559,0.5045,16.52,0.0083,0.0085
DecisionTree,Original,0.7292,0.7519,0.7292,0.7363,0.7159,9.7618,0.4036,0.4094
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.5972,0.5813,0.5972,0.5884,0.4118,0.7583,0.0132,0.0133
KNN,GaussianCopula_HYBRID,0.6111,0.6011,0.6111,0.6057,0.5305,1.6211,0.0597,0.0598
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.5347,0.6455,0.5347,0.5498,0.5902,0.7964,0.1216,0.1415
LogisticRegression,CTGAN_HYBRID,0.4444,0.5804,0.4444,0.4525,0.4968,0.8166,0.0069,0.0088
LogisticRegression,GaussianCopula_HYBRID,0.4583,0.6131,0.4583,0.4612,0.5741,0.7254,0.0501,0.0665
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.6319,0.6154,0.6319,0.6223,0.5665,0.6796,0.0923,0.093
RandomForest,CTGAN_HYBRID,0.5139,0.5734,0.5139,0.5325,0.4783,0.764,-0.0048,-0.005
RandomForest,GaussianCopula_HYBRID,0.6042,0.6528,0.6042,0.6185,0.5965,0.6593,0.1679,0.1747
RandomForest,Original,0.8333,0.8292,0.8333,0.8282,0.8109,0.4628,0.5862,0.5919
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.6875,0.5845,0.6875,0.5778,N/A,N/A,0.0037,0.0088
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
