Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5278,0.5869,0.5278,0.5458,,,0.0239,0.0252
DecisionTree,CTGAN,0.3681,0.5174,0.3681,0.3546,,,-0.0629,-0.093
DecisionTree,GaussianCopula,0.7083,0.7083,0.7083,0.7083,,,0.3127,0.3127
DecisionTree,Original,0.7847,0.7893,0.7847,0.7866,,,0.5022,0.5028
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,,,0.1247,0.1373
KNN,CTGAN,0.4444,0.5804,0.4444,0.4525,,,0.0069,0.0088
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,,,-0.0567,-0.0593
LogisticRegression,CTGAN,0.4028,0.5344,0.4028,0.4088,,,-0.0574,-0.0746
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359
RandomForest,Anonymous,0.6111,0.616,0.6111,0.6135,,,0.0952,0.0952
RandomForest,CTGAN,0.3611,0.5213,0.3611,0.3358,,,-0.0508,-0.0806
RandomForest,GaussianCopula,0.7708,0.7746,0.7708,0.7381,,,0.3578,0.4096
RandomForest,Original,0.8403,0.8393,0.8403,0.8398,,,0.6212,0.6213
RandomForest,TVAE,0.5694,0.5458,0.5694,0.5562,,,-0.069,-0.0696
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
