Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8185,0.8345,0.8185,0.826,0.6073,6.5409,0.1965,0.1977
DecisionTree,CTGAN_HYBRID,0.7032,0.8202,0.7032,0.7487,0.579,10.6979,0.0991,0.1134
DecisionTree,GaussianCopula_HYBRID,0.7742,0.8093,0.7742,0.7904,0.5437,8.139,0.0741,0.0756
DecisionTree,Original,0.8303,0.8378,0.8303,0.8339,0.612,6.1182,0.2142,0.2146
DecisionTree,TVAE_HYBRID,0.7771,0.8316,0.7771,0.8002,0.6093,8.0354,0.1685,0.1766
KNN,Anonymous,0.8761,0.8349,0.8761,0.8447,0.6042,2.0839,0.1324,0.1631
KNN,CTGAN_HYBRID,0.8405,0.8131,0.8405,0.8254,0.5696,1.6662,0.0902,0.0928
KNN,GaussianCopula_HYBRID,0.8765,0.7879,0.8765,0.8259,0.5044,2.6913,-0.0055,-0.0121
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8611,0.8161,0.8611,0.8333,0.5807,1.6362,0.0856,0.097
LogisticRegression,Anonymous,0.8925,0.871,0.8925,0.8645,0.7486,0.3109,0.2416,0.3014
LogisticRegression,CTGAN_HYBRID,0.8923,0.8702,0.8923,0.8656,0.6635,0.3653,0.2508,0.3054
LogisticRegression,GaussianCopula_HYBRID,0.8828,0.7797,0.8828,0.828,0.7232,0.3384,-0.0004,-0.0054
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8789,0.8554,0.8789,0.8627,0.6886,0.3809,0.2685,0.2838
RandomForest,Anonymous,0.8936,0.8728,0.8936,0.8721,0.7713,0.3828,0.2981,0.3386
RandomForest,CTGAN_HYBRID,0.8816,0.8536,0.8816,0.8599,0.6792,0.3824,0.2369,0.2627
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6643,0.3433,0.0,0.0
RandomForest,Original,0.8951,0.8754,0.8951,0.8727,0.7884,0.3488,0.2986,0.3442
RandomForest,TVAE_HYBRID,0.8761,0.8529,0.8761,0.8608,0.6881,0.4424,0.262,0.2748
