Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5903,0.6183,0.5903,0.6011,0.5523,14.7679,0.0977,0.0991
DecisionTree,Original,0.75,0.7651,0.75,0.7552,0.7309,9.0109,0.4394,0.4429
KNN,CTGAN,0.6042,0.6368,0.6042,0.6159,0.5832,1.3977,0.1385,0.1413
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6944,0.4823,0.6944,0.5692,0.5598,0.629,0.0,0.0
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6597,0.6183,0.6597,0.6276,0.5278,0.6484,0.0879,0.094
RandomForest,Original,0.8125,0.8067,0.8125,0.8059,0.8055,0.4654,0.5313,0.5379
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
