Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5278,0.5978,0.5278,0.5463,,,0.0452,0.0486
DecisionTree,GaussianCopula,0.7083,0.7161,0.7083,0.7117,,,0.3298,0.3305
DecisionTree,Original,0.7569,0.7656,0.7569,0.7604,,,0.4449,0.4463
DecisionTree,TVAE,0.5833,0.5607,0.5833,0.5705,,,-0.0345,-0.0348
KNN,CTGAN,0.5069,0.5853,0.5069,0.5262,,,0.0192,0.0209
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.6181,0.5779,0.6181,0.5921,,,0.005,0.0052
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6458,0.5307,0.6458,0.5647,,,-0.0564,-0.0773
RandomForest,CTGAN,0.4444,0.496,0.4444,0.4641,,,-0.1746,-0.181
RandomForest,GaussianCopula,0.7778,0.799,0.7778,0.7396,,,0.3628,0.4371
RandomForest,Original,0.8472,0.8469,0.8472,0.8395,,,0.6102,0.6245
RandomForest,TVAE,0.6736,0.5854,0.6736,0.5901,,,0.0105,0.0156
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
