Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4994,0.4981,0.4994,0.4987,,,0.1858,0.1858
DecisionTree,GaussianCopula,0.3763,0.3723,0.3763,0.3709,,,-0.0084,-0.0085
DecisionTree,Original,0.6938,0.7009,0.6938,0.6971,,,0.506,0.5062
DecisionTree,TVAE,0.5808,0.6108,0.5808,0.5855,,,0.3395,0.3469
KNN,CTGAN,0.5028,0.4634,0.5028,0.4725,,,0.1384,0.1426
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5322,0.51,0.5322,0.5169,,,0.216,0.218
LogisticRegression,CTGAN,0.635,0.5264,0.635,0.5749,,,0.3569,0.3757
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6723,0.6635,0.6723,0.6672,,,0.462,0.4625
RandomForest,CTGAN,0.6407,0.5694,0.6407,0.5916,,,0.3762,0.3898
RandomForest,GaussianCopula,0.5186,0.467,0.5186,0.4777,,,0.159,0.1679
RandomForest,Original,0.7684,0.7539,0.7684,0.755,,,0.6088,0.6153
RandomForest,TVAE,0.6847,0.6864,0.6847,0.6786,,,0.4882,0.4943
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214
