Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5417,0.5728,0.5417,0.5538,,,0.0056,0.0057
DecisionTree,GaussianCopula,0.5417,0.5498,0.5417,0.5455,,,-0.0476,-0.0477
DecisionTree,Original,0.7083,0.768,0.7083,0.7189,,,0.4074,0.433
DecisionTree,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
KNN,CTGAN,0.5521,0.52,0.5521,0.5338,,,-0.1133,-0.1152
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,,,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,,,0.0034,0.0035
KNN,TVAE,0.7083,0.6972,0.7083,0.6335,,,0.1318,0.1973
LogisticRegression,CTGAN,0.375,0.4792,0.375,0.3873,,,-0.1429,-0.1741
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,,,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,,,0.5512,0.5674
LogisticRegression,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
RandomForest,CTGAN,0.5312,0.5079,0.5312,0.5185,,,-0.1429,-0.144
RandomForest,GaussianCopula,0.6771,0.6129,0.6771,0.6007,,,0.0498,0.0702
RandomForest,Original,0.8125,0.8082,0.8125,0.8034,,,0.5294,0.5414
RandomForest,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,CTGAN,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,GaussianCopula,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
SVM,TVAE,0.6875,0.4727,0.6875,0.5602,,,0.0,0.0
