Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6423,0.6267,0.6423,0.633,N/A,N/A,0.124,0.1249
DecisionTree,Original,0.7073,0.7444,0.7073,0.7169,N/A,N/A,0.3779,0.3895
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,N/A,N/A,0.036,0.0392
KNN,Original,0.6504,0.6226,0.6504,0.6314,N/A,N/A,0.11,0.113
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,N/A,N/A,0.6184,0.6476
RandomForest,Anonymous,0.6016,0.5666,0.6016,0.58,N/A,N/A,-0.0141,-0.0145
RandomForest,Original,0.8455,0.8463,0.8455,0.8372,N/A,N/A,0.6068,0.6231
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,N/A,N/A,0.0,0.0
