Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5751,0.619,0.5751,0.5904,N/A,N/A,0.3384,0.343
DecisionTree,CTGAN,0.4994,0.5488,0.4994,0.5151,N/A,N/A,0.2308,0.2357
DecisionTree,GaussianCopula,0.3706,0.3638,0.3706,0.365,N/A,N/A,-0.0245,-0.0247
DecisionTree,Original,0.687,0.6926,0.687,0.6896,N/A,N/A,0.4942,0.4943
DecisionTree,TVAE,0.5955,0.6198,0.5955,0.6008,N/A,N/A,0.3631,0.368
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,N/A,N/A,0.4515,0.4526
KNN,CTGAN,0.4418,0.4589,0.4418,0.4427,N/A,N/A,0.119,0.1215
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,N/A,N/A,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,N/A,N/A,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,N/A,N/A,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,N/A,N/A,0.5838,0.5848
LogisticRegression,CTGAN,0.6034,0.565,0.6034,0.5802,N/A,N/A,0.3342,0.3377
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,N/A,N/A,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,N/A,N/A,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,N/A,N/A,0.4655,0.4682
RandomForest,Anonymous,0.748,0.7274,0.748,0.7298,N/A,N/A,0.5762,0.5819
RandomForest,CTGAN,0.6294,0.5974,0.6294,0.6103,N/A,N/A,0.3805,0.3832
RandomForest,GaussianCopula,0.5299,0.4703,0.5299,0.482,N/A,N/A,0.1747,0.1865
RandomForest,Original,0.7774,0.765,0.7774,0.7617,N/A,N/A,0.6213,0.6305
RandomForest,TVAE,0.6859,0.6757,0.6859,0.6757,N/A,N/A,0.4854,0.4894
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,N/A,N/A,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,N/A,N/A,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,N/A,N/A,0.0189,0.0407
