Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.625,0.625,0.625,0.625,0.5601,13.2709,0.1164,0.1164
DecisionTree,CTGAN,0.6667,0.6462,0.6667,0.6532,0.5755,12.0146,0.1612,0.1637
DecisionTree,GaussianCopula,0.7014,0.6924,0.7014,0.696,0.6323,10.763,0.2732,0.2742
DecisionTree,Original,0.7986,0.7974,0.7986,0.798,0.7595,7.2588,0.5224,0.5225
DecisionTree,TVAE,0.6319,0.5751,0.6319,0.5918,0.4995,13.2661,-0.001,-0.0011
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,0.5484,2.7685,0.1247,0.1373
KNN,CTGAN,0.6667,0.5736,0.6667,0.5859,0.447,5.8751,-0.0023,-0.0033
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,0.4653,3.5342,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,0.5311,6.0564,0.0,0.0
LogisticRegression,Anonymous,0.6806,0.5849,0.6806,0.5847,0.505,0.6334,0.0072,0.0126
LogisticRegression,CTGAN,0.6875,0.5845,0.6875,0.5778,0.5282,0.6686,0.0037,0.0088
LogisticRegression,GaussianCopula,0.7431,0.7809,0.7431,0.6773,0.732,0.5385,0.2211,0.327
LogisticRegression,Original,0.8472,0.8588,0.8472,0.8339,0.7905,0.4473,0.5934,0.6293
LogisticRegression,TVAE,0.6875,0.6068,0.6875,0.5886,0.5825,1.5387,0.0206,0.0389
RandomForest,Anonymous,0.625,0.6154,0.625,0.6197,0.5727,0.8314,0.0933,0.0935
RandomForest,CTGAN,0.6875,0.4808,0.6875,0.5658,0.5091,0.6265,-0.0138,-0.0555
RandomForest,GaussianCopula,0.7014,0.6663,0.7014,0.6164,0.6794,0.5771,0.0797,0.1305
RandomForest,Original,0.8333,0.8333,0.8333,0.823,0.798,0.4711,0.5689,0.5878
RandomForest,TVAE,0.6806,0.4793,0.6806,0.5624,0.5703,1.2204,-0.0273,-0.0787
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
