Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5148,0.5233,0.5148,0.5187,N/A,N/A,0.1628,0.1629
DecisionTree,CTGAN_HYBRID,0.3304,0.4409,0.3304,0.3672,N/A,N/A,0.0168,0.0178
DecisionTree,GaussianCopula_HYBRID,0.3784,0.4306,0.3784,0.3972,N/A,N/A,0.0018,0.0019
DecisionTree,Original,0.5401,0.546,0.5401,0.5429,N/A,N/A,0.2028,0.2029
DecisionTree,TVAE_HYBRID,0.4816,0.4885,0.4816,0.4843,0.5288,18.6837,0.0997,0.0999
KNN,Anonymous,0.5173,0.4967,0.5173,0.5048,N/A,N/A,0.1178,0.1184
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
KNN,GaussianCopula_HYBRID,0.2361,0.0558,0.2361,0.0902,N/A,N/A,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
KNN,TVAE_HYBRID,0.1637,0.0268,0.1637,0.046,0.5,1.4787,0.0,0.0
LogisticRegression,Anonymous,0.6003,0.5236,0.6003,0.4777,N/A,N/A,0.0652,0.1242
LogisticRegression,CTGAN_HYBRID,0.3002,0.4988,0.3002,0.3671,N/A,N/A,0.0527,0.0654
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,N/A,N/A,-0.0027,-0.02
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,N/A,N/A,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5827,0.5644,0.5827,0.5015,0.6364,1.2273,0.1078,0.1325
RandomForest,Anonymous,0.607,0.5606,0.607,0.5638,N/A,N/A,0.2096,0.2252
RandomForest,CTGAN_HYBRID,0.5622,0.4878,0.5622,0.5046,N/A,N/A,0.1165,0.1261
RandomForest,GaussianCopula_HYBRID,0.5688,0.4577,0.5688,0.466,N/A,N/A,0.0303,0.0441
RandomForest,Original,0.6508,0.6277,0.6508,0.6044,N/A,N/A,0.2904,0.3158
RandomForest,TVAE_HYBRID,0.578,0.5056,0.578,0.517,0.5998,1.4153,0.1235,0.1399
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
