Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5288,0.548,0.5288,0.537,,,0.2529,0.2539
DecisionTree,GaussianCopula,0.3977,0.3823,0.3977,0.3889,,,0.0002,0.0002
DecisionTree,Original,0.6938,0.6931,0.6938,0.6934,,,0.5017,0.5017
DecisionTree,TVAE,0.5955,0.6114,0.5955,0.6003,,,0.3569,0.3592
KNN,CTGAN,0.4814,0.4497,0.4814,0.4629,,,0.1267,0.1279
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5266,0.4688,0.5266,0.4911,,,0.185,0.1899
LogisticRegression,CTGAN,0.6475,0.5631,0.6475,0.5886,,,0.3711,0.3965
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.7153,0.679,0.7153,0.6839,,,0.5146,0.5244
RandomForest,CTGAN,0.6475,0.58,0.6475,0.6029,,,0.3896,0.4017
RandomForest,GaussianCopula,0.5537,0.4923,0.5537,0.5019,,,0.2108,0.2273
RandomForest,Original,0.7718,0.7593,0.7718,0.76,,,0.6152,0.6212
RandomForest,TVAE,0.6949,0.6656,0.6949,0.6687,,,0.4899,0.4986
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
