Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5627,0.6044,0.5627,0.5787,,,0.3176,0.3211
DecisionTree,CTGAN,0.4791,0.5349,0.4791,0.5008,,,0.1974,0.2012
DecisionTree,CTGAN_HYBRID,0.4927,0.4948,0.4927,0.4903,,,0.1776,0.179
DecisionTree,GaussianCopula,0.3842,0.4269,0.3842,0.3749,,,0.04,0.0443
DecisionTree,Original,0.6893,0.693,0.6893,0.691,,,0.4974,0.4974
DecisionTree,TVAE,0.6034,0.5828,0.6034,0.59,,,0.3388,0.3408
KNN,Anonymous,0.6757,0.6599,0.6757,0.6663,,,0.4614,0.4629
KNN,CTGAN,0.4791,0.4574,0.4791,0.4671,,,0.1377,0.1382
KNN,CTGAN_HYBRID,0.5785,0.4974,0.5785,0.5241,,,0.2478,0.2653
KNN,GaussianCopula,0.4124,0.3823,0.4124,0.393,,,0.0088,0.009
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5616,0.5251,0.5616,0.5238,,,0.2301,0.2405
LogisticRegression,Anonymous,0.7458,0.7413,0.7458,0.7427,,,0.5822,0.583
LogisticRegression,CTGAN,0.6249,0.599,0.6249,0.6083,,,0.3675,0.371
LogisticRegression,CTGAN_HYBRID,0.591,0.5848,0.591,0.5084,,,0.2243,0.3087
LogisticRegression,GaussianCopula,0.5503,0.4734,0.5503,0.4831,,,0.1846,0.2088
LogisticRegression,Original,0.7469,0.7179,0.7469,0.7214,,,0.5676,0.5775
LogisticRegression,TVAE,0.7153,0.6874,0.7153,0.691,,,0.5144,0.5228
RandomForest,Anonymous,0.748,0.7239,0.748,0.7239,,,0.5738,0.582
RandomForest,CTGAN,0.635,0.6322,0.635,0.6336,,,0.4055,0.4056
RandomForest,CTGAN_HYBRID,0.6282,0.5656,0.6282,0.5886,,,0.3706,0.3797
RandomForest,GaussianCopula,0.5785,0.5045,0.5785,0.5239,,,0.2486,0.2679
RandomForest,Original,0.7718,0.7581,0.7718,0.7578,,,0.6137,0.6209
RandomForest,TVAE,0.7198,0.6921,0.7198,0.6868,,,0.52,0.5319
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
SVM,CTGAN_HYBRID,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
