Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5083,0.5568,0.5083,0.5253,,,-0.0363,-0.0376
DecisionTree,GaussianCopula,0.5208,0.5643,0.5208,0.5366,,,-0.0203,-0.0209
DecisionTree,Original,0.675,0.7019,0.675,0.6839,,,0.2911,0.2961
DecisionTree,TVAE,0.5917,0.5886,0.5917,0.5901,,,0.0354,0.0354
KNN,CTGAN,0.4958,0.5774,0.4958,0.5147,,,0.0075,0.0083
KNN,GaussianCopula,0.6458,0.5625,0.6458,0.581,,,-0.0169,-0.0209
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6958,0.7887,0.6958,0.5752,,,0.0186,0.0969
LogisticRegression,CTGAN,0.4208,0.6029,0.4208,0.4046,,,0.0306,0.0459
LogisticRegression,GaussianCopula,0.7167,0.7003,0.7167,0.6551,,,0.1673,0.2231
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5417,0.5549,0.5417,0.5478,,,-0.0433,-0.0434
RandomForest,CTGAN,0.4417,0.551,0.4417,0.4567,,,-0.0372,-0.0442
RandomForest,GaussianCopula,0.6542,0.5834,0.6542,0.5951,,,0.016,0.0193
RandomForest,Original,0.7958,0.7888,0.7958,0.7863,,,0.4847,0.4946
RandomForest,TVAE,0.5042,0.536,0.5042,0.5173,,,-0.0853,-0.0866
