Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5819,0.614,0.5819,0.5952,,,0.3416,0.3438
DecisionTree,Original,0.6836,0.6911,0.6836,0.687,,,0.4902,0.4905
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7446,0.742,0.7446,0.7422,,,0.5804,0.5815
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
RandomForest,Anonymous,0.7469,0.7232,0.7469,0.725,,,0.5734,0.5804
RandomForest,Original,0.7695,0.755,0.7695,0.7546,,,0.6091,0.617
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
