Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.413,0.4222,0.413,0.4169,0.5604,21.1214,0.1102,0.1104
DecisionTree,Original,0.4516,0.4571,0.4516,0.4542,0.5861,19.7621,0.1611,0.1612
KNN,Anonymous,0.4813,0.4263,0.4813,0.4334,0.5855,6.6115,0.0976,0.1054
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5455,0.3594,0.5455,0.4229,0.723,1.0265,0.1502,0.2184
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.5129,0.4407,0.5129,0.4534,0.6822,1.2879,0.1651,0.1802
RandomForest,Original,0.5315,0.4732,0.5315,0.4844,0.7298,1.2169,0.2153,0.2275
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
