Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5593,0.6081,0.5593,0.5758,,,0.318,0.3233
DecisionTree,CTGAN,0.5085,0.524,0.5085,0.5126,,,0.2073,0.2088
DecisionTree,GaussianCopula,0.3966,0.3714,0.3966,0.3795,,,-0.0115,-0.0117
DecisionTree,Original,0.6881,0.6907,0.6881,0.6894,,,0.4944,0.4945
DecisionTree,TVAE,0.6045,0.6307,0.6045,0.6109,,,0.3767,0.3816
KNN,Anonymous,0.6689,0.6544,0.6689,0.6605,,,0.4515,0.4526
KNN,CTGAN,0.4791,0.4433,0.4791,0.4547,,,0.1057,0.108
KNN,GaussianCopula,0.3672,0.3743,0.3672,0.3621,,,-0.0151,-0.0156
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5322,0.5021,0.5322,0.512,,,0.2047,0.2076
LogisticRegression,Anonymous,0.7469,0.7427,0.7469,0.7439,,,0.5838,0.5848
LogisticRegression,CTGAN,0.6475,0.5447,0.6475,0.5768,,,0.3539,0.4012
LogisticRegression,GaussianCopula,0.5864,0.5722,0.5864,0.5237,,,0.2419,0.29
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.6791,0.6556,0.6791,0.6639,,,0.4655,0.4682
RandomForest,Anonymous,0.7503,0.729,0.7503,0.7304,,,0.5781,0.5848
RandomForest,CTGAN,0.6192,0.5467,0.6192,0.5687,,,0.3228,0.3441
RandomForest,GaussianCopula,0.5311,0.472,0.5311,0.4742,,,0.1726,0.1893
RandomForest,Original,0.7785,0.7666,0.7785,0.764,,,0.6239,0.6325
RandomForest,TVAE,0.6949,0.6842,0.6949,0.6843,,,0.4999,0.5041
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,CTGAN,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
SVM,GaussianCopula,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
