Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4219,0.4293,0.4219,0.4254,0.5623,20.7688,0.1181,0.1181
DecisionTree,Original,0.448,0.4552,0.448,0.4514,0.5847,19.8913,0.1574,0.1575
KNN,Anonymous,0.4807,0.4258,0.4807,0.4328,0.5845,6.6369,0.0964,0.1041
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5478,0.3602,0.5478,0.432,0.72,1.0311,0.183,0.2355
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.4889,0.4438,0.4889,0.4578,0.6701,1.749,0.1604,0.165
RandomForest,Original,0.5315,0.4722,0.5315,0.4838,0.7294,1.235,0.2142,0.2266
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
