Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5417,0.7004,0.5417,0.5483,0.6191,16.52,0.1807,0.2305
DecisionTree,CTGAN_HYBRID,0.5833,0.5938,0.5833,0.5881,0.5218,15.0182,0.0426,0.0426
DecisionTree,GaussianCopula_HYBRID,0.5556,0.6032,0.5556,0.5713,0.5336,16.0194,0.0604,0.0626
DecisionTree,Original,0.7292,0.7472,0.7292,0.7354,0.7095,9.7618,0.3964,0.4003
DecisionTree,TVAE_HYBRID,0.7014,0.6627,0.7014,0.633,0.5432,10.763,0.1093,0.1498
KNN,Anonymous,0.6528,0.6217,0.6528,0.6313,0.4912,2.811,0.1018,0.1052
KNN,CTGAN_HYBRID,0.6111,0.585,0.6111,0.5954,0.5061,2.363,0.0214,0.0217
KNN,GaussianCopula_HYBRID,0.6667,0.5736,0.6667,0.5859,0.4288,5.6345,-0.0023,-0.0033
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
KNN,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.5259,9.1205,0.0,0.0
LogisticRegression,Anonymous,0.5069,0.7055,0.5069,0.5027,0.7461,1.0552,0.1553,0.2181
LogisticRegression,CTGAN_HYBRID,0.6389,0.5409,0.6389,0.569,0.3295,0.6961,-0.0517,-0.065
LogisticRegression,GaussianCopula_HYBRID,0.7292,0.7085,0.7292,0.7036,0.6702,0.5966,0.274,0.293
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
LogisticRegression,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.51,1.4903,0.0,0.0
RandomForest,Anonymous,0.6042,0.7297,0.6042,0.616,0.6768,0.731,0.2603,0.3074
RandomForest,CTGAN_HYBRID,0.5833,0.5989,0.5833,0.5902,0.5545,0.6646,0.0543,0.0545
RandomForest,GaussianCopula_HYBRID,0.6736,0.5967,0.6736,0.5988,0.5949,0.6109,0.0265,0.0363
RandomForest,Original,0.7986,0.7923,0.7986,0.7933,0.7889,0.4865,0.5033,0.507
RandomForest,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,0.5644,4.6137,0.0,0.0
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
