Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5556,0.6032,0.5556,0.5713,0.5336,16.0194,0.0604,0.0626
DecisionTree,Original,0.7361,0.7562,0.7361,0.7426,0.7209,9.5115,0.4154,0.4204
KNN,CTGAN,0.6319,0.6202,0.6319,0.6253,0.5439,3.4982,0.1042,0.1046
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,CTGAN,0.6736,0.6121,0.6736,0.6141,0.4323,0.6731,0.0569,0.0699
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,CTGAN,0.6319,0.5886,0.6319,0.6023,0.4866,0.6695,0.0275,0.029
RandomForest,Original,0.8194,0.8148,0.8194,0.8155,0.8101,0.4641,0.5577,0.5606
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
