Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.3878,0.4124,0.3878,0.3964,0.5527,22.0326,0.0948,0.0957
DecisionTree,Original,0.4507,0.4577,0.4507,0.454,0.587,19.7954,0.1614,0.1615
KNN,Anonymous,0.4791,0.4235,0.4791,0.4312,0.5832,6.6357,0.0938,0.1012
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5555,0.3673,0.5555,0.4338,0.7303,1.0082,0.1755,0.2465
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.507,0.4463,0.507,0.4618,0.6838,1.5574,0.1736,0.1828
RandomForest,Original,0.5271,0.4665,0.5271,0.4785,0.7298,1.246,0.206,0.2183
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
