Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4336,0.4356,0.4336,0.4345,0.5665,20.3863,0.127,0.1271
DecisionTree,Original,0.4477,0.4546,0.4477,0.4509,0.5848,19.8988,0.1566,0.1567
KNN,Anonymous,0.4805,0.4252,0.4805,0.4322,0.5825,6.6596,0.0953,0.1031
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
LogisticRegression,Anonymous,0.5455,0.3962,0.5455,0.4233,0.7339,1.0414,0.1455,0.2169
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
RandomForest,Anonymous,0.4967,0.4385,0.4967,0.4532,0.7002,1.4428,0.149,0.1574
RandomForest,Original,0.532,0.4742,0.532,0.4851,0.7308,1.2271,0.2159,0.2281
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
SVM,Original,0.5302,0.3703,0.5302,0.3887,N/A,N/A,0.0735,0.1708
