Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5347,0.6869,0.5347,0.5424,0.6077,16.7703,0.1642,0.2075
DecisionTree,CTGAN_HYBRID,0.5139,0.5314,0.5139,0.5219,0.4464,17.5212,-0.1033,-0.1038
DecisionTree,GaussianCopula_HYBRID,0.6319,0.6202,0.6319,0.6253,0.5505,13.2661,0.1042,0.1046
DecisionTree,Original,0.75,0.7609,0.75,0.7541,0.7245,9.0109,0.4326,0.4345
KNN,Anonymous,0.6389,0.6055,0.6389,0.6165,0.4816,2.579,0.0659,0.0681
KNN,CTGAN_HYBRID,0.5208,0.5297,0.5208,0.5251,0.4499,1.6905,-0.1079,-0.1081
KNN,GaussianCopula_HYBRID,0.5278,0.5216,0.5278,0.5246,0.4157,1.9503,-0.1271,-0.1271
KNN,Original,0.6597,0.6276,0.6597,0.6366,0.4986,2.8046,0.1136,0.118
LogisticRegression,Anonymous,0.5139,0.7091,0.5139,0.5112,0.7655,0.7822,0.1633,0.2266
LogisticRegression,CTGAN_HYBRID,0.6944,0.4823,0.6944,0.5692,0.2848,0.7285,0.0,0.0
LogisticRegression,GaussianCopula_HYBRID,0.8264,0.8349,0.8264,0.81,0.7595,0.5626,0.5346,0.5716
LogisticRegression,Original,0.8403,0.8431,0.8403,0.8294,0.788,0.4495,0.5839,0.6067
RandomForest,Anonymous,0.5556,0.7286,0.5556,0.56,0.6268,1.1576,0.2131,0.2772
RandomForest,CTGAN_HYBRID,0.5903,0.528,0.5903,0.5516,0.4451,0.6758,-0.0982,-0.105
RandomForest,GaussianCopula_HYBRID,0.6806,0.6471,0.6806,0.6527,0.6615,0.6027,0.1499,0.1589
RandomForest,Original,0.8056,0.8002,0.8056,0.8013,0.801,0.4805,0.5236,0.5264
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,CTGAN_HYBRID,0.6736,0.5407,0.6736,0.5704,,,-0.023,-0.0435
SVM,GaussianCopula_HYBRID,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
