Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8369,0.8283,0.8369,0.8324,0.5797,5.8791,0.1679,0.1683
DecisionTree,Original,0.8313,0.8406,0.8313,0.8357,0.6203,6.0823,0.2276,0.2282
DecisionTree,TVAE,0.8433,0.832,0.8433,0.8373,0.5862,5.6479,0.1852,0.186
KNN,CTGAN,0.8802,0.8328,0.8802,0.8384,0.5768,2.506,0.076,0.1205
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8787,0.818,0.8787,0.8322,0.5706,2.6323,0.0351,0.0647
LogisticRegression,CTGAN,0.8933,0.8745,0.8933,0.8626,0.7216,0.3348,0.2253,0.2974
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8921,0.8713,0.8921,0.861,0.6882,0.3511,0.216,0.2855
RandomForest,CTGAN,0.8907,0.8672,0.8907,0.8615,0.7271,0.533,0.2236,0.2825
RandomForest,Original,0.8934,0.8723,0.8934,0.8698,0.7863,0.3673,0.2805,0.3273
RandomForest,TVAE,0.8914,0.8698,0.8914,0.8597,0.6959,0.6711,0.2083,0.2776
