Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.525,0.5854,0.525,0.5428,,,0.0251,0.0265
DecisionTree,Original,0.7125,0.723,0.7125,0.7167,,,0.3479,0.3492
DecisionTree,TVAE,0.4958,0.5709,0.4958,0.515,,,-0.0051,-0.0056
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,,,0.0,0.0
LogisticRegression,CTGAN,0.5833,0.6168,0.5833,0.5955,,,0.0975,0.0995
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.6208,0.5823,0.6208,0.5956,,,0.0192,0.02
RandomForest,CTGAN,0.5583,0.5445,0.5583,0.5509,,,-0.0675,-0.0677
RandomForest,Original,0.8208,0.8188,0.8208,0.8102,,,0.5404,0.5575
RandomForest,TVAE,0.6458,0.6206,0.6458,0.6293,,,0.106,0.1082
