Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5361,0.5412,0.5361,0.5386,0.6128,16.719,0.25,0.25
DecisionTree,Original,0.6845,0.7029,0.6845,0.6919,0.7403,11.3722,0.4959,0.4975
DecisionTree,TVAE,0.6099,0.6177,0.6099,0.6083,0.6709,14.0592,0.373,0.3773
KNN,CTGAN,0.4947,0.4565,0.4947,0.4689,0.5789,7.0347,0.1453,0.1482
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5444,0.4931,0.5444,0.5093,0.6344,7.0159,0.2237,0.2298
LogisticRegression,CTGAN,0.6709,0.5504,0.6709,0.6045,0.7482,0.828,0.4203,0.4438
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6732,0.6558,0.6732,0.6503,0.7683,1.4732,0.4596,0.4705
RandomForest,CTGAN,0.6461,0.53,0.6461,0.5823,0.7266,0.8481,0.3777,0.3983
RandomForest,Original,0.7771,0.7632,0.7771,0.7627,0.8862,0.6515,0.6225,0.6299
RandomForest,TVAE,0.689,0.6446,0.689,0.6451,0.8359,0.9221,0.4771,0.4964
