Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4367,0.44,0.4367,0.4382,0.5703,20.2863,0.1324,0.1325
DecisionTree,CTGAN_HYBRID,0.3939,0.3985,0.3939,0.3949,0.5358,21.8461,0.0648,0.065
DecisionTree,GaussianCopula_HYBRID,0.4077,0.3892,0.4077,0.3957,0.5243,21.348,0.0538,0.0543
DecisionTree,Original,0.4493,0.4549,0.4493,0.4519,0.5856,19.8506,0.1581,0.1582
DecisionTree,TVAE_HYBRID,0.4677,0.4904,0.4677,0.3969,0.5586,19.1859,0.127,0.1405
KNN,Anonymous,0.4804,0.4252,0.4804,0.4322,0.5831,6.6485,0.0953,0.103
KNN,CTGAN_HYBRID,0.4519,0.4172,0.4519,0.4067,0.5464,6.9792,0.0459,0.0492
KNN,GaussianCopula_HYBRID,0.4738,0.3686,0.4738,0.3716,0.5089,8.7577,0.0069,0.0095
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
KNN,TVAE_HYBRID,0.5147,0.335,0.5147,0.3904,0.5433,13.1038,0.0825,0.1273
LogisticRegression,Anonymous,0.5449,0.4221,0.5449,0.4265,0.7332,1.0385,0.1475,0.2135
LogisticRegression,CTGAN_HYBRID,0.504,0.4359,0.504,0.411,0.6848,1.1221,0.0725,0.0975
LogisticRegression,GaussianCopula_HYBRID,0.5139,0.4017,0.5139,0.3692,0.623,1.1336,0.0357,0.0866
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
LogisticRegression,TVAE_HYBRID,0.5418,0.3755,0.5418,0.4351,0.667,3.6878,0.2091,0.2466
RandomForest,Anonymous,0.503,0.4452,0.503,0.459,0.7006,1.4542,0.1593,0.1684
RandomForest,CTGAN_HYBRID,0.4577,0.4214,0.4577,0.4152,0.6692,1.2569,0.0563,0.0602
RandomForest,GaussianCopula_HYBRID,0.5063,0.4136,0.5063,0.3538,0.5813,1.1811,0.0153,0.0403
RandomForest,Original,0.5315,0.4738,0.5315,0.4843,0.7313,1.1983,0.2136,0.2259
RandomForest,TVAE_HYBRID,0.5233,0.364,0.5233,0.4241,0.671,9.5518,0.1743,0.2056
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,CTGAN_HYBRID,0.5097,0.3646,0.5097,0.3482,,,0.0107,0.0645
SVM,GaussianCopula_HYBRID,0.5062,0.2562,0.5062,0.3402,,,0.0,0.0
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,TVAE_HYBRID,0.5297,0.374,0.5297,0.3872,,,0.0705,0.1704
