Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.8217,0.8335,0.8217,0.8273,0.6031,6.4251,0.1928,0.1935
DecisionTree,CTGAN_HYBRID,0.8523,0.834,0.8523,0.8421,0.5843,5.325,0.1907,0.1936
DecisionTree,GaussianCopula_HYBRID,0.7818,0.8091,0.7818,0.7946,0.5423,7.864,0.0742,0.0752
DecisionTree,Original,0.8285,0.8378,0.8285,0.833,0.613,6.182,0.214,0.2146
DecisionTree,TVAE_HYBRID,0.8192,0.8268,0.8192,0.8229,0.584,6.5168,0.1611,0.1613
KNN,Anonymous,0.876,0.8347,0.876,0.8446,0.6062,2.0868,0.1321,0.1626
KNN,CTGAN_HYBRID,0.8781,0.8278,0.8781,0.8376,0.5781,2.8826,0.0749,0.1118
KNN,GaussianCopula_HYBRID,0.8775,0.799,0.8775,0.8278,0.5203,2.7734,0.006,0.0128
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE_HYBRID,0.8767,0.8254,0.8767,0.8372,0.5908,2.2869,0.0753,0.1081
LogisticRegression,Anonymous,0.8928,0.872,0.8928,0.8645,0.7483,0.3104,0.2408,0.3026
LogisticRegression,CTGAN_HYBRID,0.8933,0.8725,0.8933,0.8662,0.7122,0.3608,0.2529,0.3112
LogisticRegression,GaussianCopula_HYBRID,0.8829,0.7797,0.8829,0.8281,0.7319,0.3373,-0.0002,-0.0038
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE_HYBRID,0.8757,0.8458,0.8757,0.8546,0.7264,0.3974,0.2125,0.2322
RandomForest,Anonymous,0.8931,0.8717,0.8931,0.8703,0.7767,0.3671,0.2852,0.3288
RandomForest,CTGAN_HYBRID,0.8925,0.8713,0.8925,0.8639,0.6965,0.6206,0.2371,0.2989
RandomForest,GaussianCopula_HYBRID,0.883,0.7797,0.883,0.8281,0.6418,0.3571,0.0,0.0
RandomForest,Original,0.8935,0.8725,0.8935,0.8708,0.7866,0.3535,0.2882,0.3322
RandomForest,TVAE_HYBRID,0.8817,0.8521,0.8817,0.8581,0.7421,0.6977,0.2219,0.2511
