Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7818,0.8405,0.7818,0.806,0.6358,7.864,0.2046,0.2161
DecisionTree,Original,0.8767,0.8759,0.8767,0.8763,0.6985,4.4442,0.3996,0.3996
DecisionTree,TVAE,0.8685,0.8624,0.8685,0.8653,0.6587,4.7391,0.3327,0.3334
KNN,CTGAN,0.8556,0.8446,0.8556,0.8497,0.7306,1.1071,0.2453,0.2467
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8785,0.8455,0.8785,0.8532,0.725,1.5867,0.1923,0.2202
LogisticRegression,CTGAN,0.8966,0.8817,0.8966,0.8853,0.8746,0.295,0.397,0.412
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8906,0.8783,0.8906,0.8827,0.8715,0.3106,0.3973,0.404
RandomForest,CTGAN,0.8934,0.8774,0.8934,0.8815,0.8691,0.2939,0.3761,0.391
RandomForest,Original,0.9069,0.8947,0.9069,0.8959,0.9253,0.2288,0.4496,0.4697
RandomForest,TVAE,0.8913,0.8713,0.8913,0.8748,0.8676,0.3402,0.3268,0.351
