Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3983,0.4021,0.3983,0.4001,0.513,21.6859,0.0278,0.0279
DecisionTree,Original,0.6762,0.6973,0.6762,0.6848,0.7362,11.6708,0.4853,0.487
DecisionTree,TVAE,0.6152,0.622,0.6152,0.5664,0.6415,13.8692,0.3381,0.3535
KNN,CTGAN,0.3682,0.3775,0.3682,0.3669,0.4927,4.9308,-0.0196,-0.02
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5971,0.491,0.5971,0.5268,0.6431,9.6542,0.2616,0.2962
LogisticRegression,CTGAN,0.4977,0.3708,0.4977,0.356,0.6159,1.0015,0.0105,0.025
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6227,0.5574,0.6227,0.5707,0.7242,3.464,0.3669,0.3914
RandomForest,CTGAN,0.4857,0.368,0.4857,0.3933,0.5467,1.0202,0.0264,0.0349
RandomForest,Original,0.7748,0.761,0.7748,0.7612,0.8916,0.5936,0.6194,0.6261
RandomForest,TVAE,0.6649,0.5653,0.6649,0.6051,0.7672,4.6507,0.4306,0.457
