Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.8244,0.8487,0.8244,0.8352,0.6493,6.3295,0.2599,0.2637
DecisionTree,CTGAN_HYBRID,0.7566,0.8177,0.7566,0.783,0.5689,8.478,0.106,0.1117
DecisionTree,Original,0.8727,0.8735,0.8727,0.8731,0.6951,4.5877,0.3877,0.3878
DecisionTree,TVAE,0.877,0.8707,0.877,0.8736,0.6766,4.4322,0.3724,0.3734
DecisionTree,TVAE_HYBRID,0.7434,0.8039,0.7434,0.7704,0.5269,8.9311,0.0461,0.0484
KNN,CTGAN,0.8716,0.852,0.8716,0.8596,0.7398,1.3818,0.2686,0.2761
KNN,CTGAN_HYBRID,0.8151,0.8223,0.8151,0.8186,0.6205,1.6325,0.1397,0.1399
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.8764,0.8434,0.8764,0.8522,0.7209,1.9694,0.1906,0.2147
KNN,TVAE_HYBRID,0.8388,0.8085,0.8388,0.8222,0.5703,1.644,0.0684,0.0707
LogisticRegression,CTGAN,0.8986,0.884,0.8986,0.887,0.8705,0.2636,0.4045,0.4212
LogisticRegression,CTGAN_HYBRID,0.8238,0.8181,0.8238,0.8209,0.6725,0.4303,0.1196,0.1197
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8965,0.8843,0.8965,0.8882,0.8763,0.2922,0.4223,0.431
LogisticRegression,TVAE_HYBRID,0.8813,0.8033,0.8813,0.8284,0.6108,0.3676,0.0039,0.0136
RandomForest,CTGAN,0.8963,0.8797,0.8963,0.8826,0.8664,0.2712,0.375,0.3958
RandomForest,CTGAN_HYBRID,0.7557,0.8154,0.7557,0.7817,0.6304,0.9918,0.0966,0.1015
RandomForest,Original,0.9089,0.8974,0.9089,0.8981,0.9268,0.2212,0.4614,0.4819
RandomForest,TVAE,0.892,0.875,0.892,0.8793,0.8709,0.4096,0.363,0.3787
RandomForest,TVAE_HYBRID,0.7867,0.8021,0.7867,0.7942,0.6183,0.808,0.0418,0.042
