Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.749,0.8098,0.749,0.7757,,,0.072,0.0756
DecisionTree,Original,0.7437,0.8313,0.7437,0.7785,,,0.1522,0.1671
KNN,Anonymous,0.8729,0.8334,0.8729,0.8448,,,0.142,0.1657
KNN,Original,0.8819,0.8612,0.8819,0.8676,,,0.2998,0.3136
LogisticRegression,Anonymous,0.8825,0.819,0.8825,0.8289,,,0.0061,0.0274
LogisticRegression,Original,0.8786,0.8512,0.8786,0.8589,,,0.238,0.2582
RandomForest,Anonymous,0.8774,0.8223,0.8774,0.835,,,0.0576,0.0898
RandomForest,Original,0.8702,0.8391,0.8702,0.8496,,,0.1896,0.2048
SVM,Anonymous,0.883,0.7797,0.883,0.8281,,,0.0,0.0
SVM,Original,0.8829,0.8361,0.8829,0.8302,,,0.014,0.0539
