Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3892,0.4484,0.3892,0.4085,,,0.0294,0.0304
DecisionTree,CTGAN_HYBRID,0.3507,0.4254,0.3507,0.3771,,,-0.0024,-0.0025
DecisionTree,Original,0.5397,0.5458,0.5397,0.5427,,,0.2026,0.2026
DecisionTree,TVAE,0.4526,0.4675,0.4526,0.4589,0.52,19.7318,0.0642,0.0644
DecisionTree,TVAE_HYBRID,0.3792,0.4337,0.3792,0.3976,0.5038,22.3761,0.009,0.0093
KNN,CTGAN,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,,,0.1183,0.1189
KNN,TVAE,0.5888,0.3467,0.5888,0.4364,0.5,9.3154,0.0,0.0
KNN,TVAE_HYBRID,0.1637,0.0268,0.1637,0.046,0.5,1.4787,0.0,0.0
LogisticRegression,CTGAN,0.569,0.5318,0.569,0.5165,,,0.1592,0.1691
LogisticRegression,CTGAN_HYBRID,0.5768,0.4884,0.5768,0.4515,,,0.0164,0.0315
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,,,0.1355,0.1746
LogisticRegression,TVAE,0.5836,0.5208,0.5836,0.4902,0.6622,1.2026,0.0827,0.1096
LogisticRegression,TVAE_HYBRID,0.5916,0.4613,0.5916,0.5041,0.6505,1.1665,0.1107,0.1392
RandomForest,CTGAN,0.5535,0.5017,0.5535,0.5073,,,0.1579,0.1656
RandomForest,CTGAN_HYBRID,0.5294,0.4831,0.5294,0.4974,,,0.0871,0.0906
RandomForest,Original,0.65,0.6263,0.65,0.6031,,,0.2874,0.3133
RandomForest,TVAE,0.592,0.5063,0.592,0.4907,0.6067,1.3188,0.0789,0.1154
RandomForest,TVAE_HYBRID,0.5612,0.4891,0.5612,0.5093,0.5933,1.287,0.112,0.1211
SVM,CTGAN,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,,,0.0,0.0
