Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4688,0.5137,0.4688,0.4858,N/A,N/A,-0.124,-0.1278
DecisionTree,Original,0.7083,0.768,0.7083,0.7189,N/A,N/A,0.4074,0.433
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
RandomForest,Anonymous,0.4271,0.4805,0.4271,0.4468,N/A,N/A,-0.1924,-0.2005
RandomForest,Original,0.8438,0.8421,0.8438,0.8374,N/A,N/A,0.6117,0.6219
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
