Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4111,0.4306,0.4111,0.4186,0.5315,21.2245,0.0668,0.0673
DecisionTree,Original,0.6634,0.6845,0.6634,0.6721,0.7256,12.1322,0.4652,0.4668
DecisionTree,TVAE,0.5316,0.5681,0.5316,0.5421,0.6325,16.8819,0.2709,0.2753
KNN,CTGAN,0.3283,0.3538,0.3283,0.3378,0.4789,5.761,-0.045,-0.0455
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5715,0.5269,0.5715,0.5401,0.6505,9.3111,0.2689,0.2747
LogisticRegression,CTGAN,0.4925,0.3189,0.4925,0.3357,0.3978,1.0615,-0.0004,-0.0012
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6167,0.5839,0.6167,0.5938,0.7478,1.8823,0.3541,0.3586
RandomForest,CTGAN,0.4571,0.3664,0.4571,0.3574,0.4861,1.064,-0.0195,-0.0278
RandomForest,Original,0.7681,0.7528,0.7681,0.7536,0.8874,0.5774,0.6076,0.6144
RandomForest,TVAE,0.6627,0.657,0.6627,0.6422,0.8102,1.239,0.4467,0.4617
