Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4167,0.4669,0.4167,0.4361,N/A,N/A,-0.224,-0.2322
DecisionTree,Original,0.6979,0.7529,0.6979,0.7088,N/A,N/A,0.3813,0.4025
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
LogisticRegression,Anonymous,0.6042,0.5732,0.6042,0.585,N/A,N/A,0.0065,0.0067
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
RandomForest,Anonymous,0.4479,0.4936,0.4479,0.4656,N/A,N/A,-0.168,-0.1732
RandomForest,Original,0.8021,0.7978,0.8021,0.7991,N/A,N/A,0.5265,0.528
SVM,Anonymous,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
SVM,Original,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
