Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.3584,0.4046,0.3584,0.3729,0.5092,23.1244,0.0222,0.0227
DecisionTree,Original,0.6717,0.6922,0.6717,0.68,0.7322,11.8336,0.4776,0.4793
DecisionTree,TVAE,0.5678,0.5268,0.5678,0.5367,0.6123,15.5791,0.265,0.2711
KNN,CTGAN,0.3336,0.3653,0.3336,0.3276,0.499,5.0844,-0.0346,-0.0376
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5535,0.4501,0.5535,0.4944,0.6272,9.6973,0.2015,0.2162
LogisticRegression,CTGAN,0.3554,0.3755,0.3554,0.3363,0.4697,1.0847,-0.0445,-0.049
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6295,0.5293,0.6295,0.5721,0.7222,2.8788,0.3663,0.3853
RandomForest,CTGAN,0.3833,0.3748,0.3833,0.3549,0.4763,1.08,-0.005,-0.0056
RandomForest,Original,0.7779,0.7638,0.7779,0.7627,0.8877,0.6003,0.623,0.6312
RandomForest,TVAE,0.6747,0.5676,0.6747,0.6131,0.7998,1.7555,0.4432,0.4674
