Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.6667,0.6502,0.6667,0.6564,,,0.1724,0.1741
DecisionTree,GaussianCopula,0.7014,0.7073,0.7014,0.704,,,0.3095,0.3099
DecisionTree,Original,0.7431,0.7483,0.7431,0.7453,,,0.4059,0.4064
DecisionTree,TVAE,0.4375,0.5251,0.4375,0.4586,,,-0.0954,-0.1066
KNN,CTGAN,0.6319,0.6001,0.6319,0.6113,,,0.0545,0.056
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.6042,0.5613,0.6042,0.5773,,,-0.0312,-0.0324
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6667,0.5564,0.6667,0.5767,,,-0.0189,-0.0293
RandomForest,CTGAN,0.6319,0.4681,0.6319,0.5378,,,-0.1158,-0.1713
RandomForest,GaussianCopula,0.7847,0.7894,0.7847,0.7577,,,0.4058,0.4521
RandomForest,Original,0.8472,0.8451,0.8472,0.8411,,,0.6155,0.6252
RandomForest,TVAE,0.5833,0.5544,0.5833,0.5665,,,-0.0485,-0.0493
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
