Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6339,0.6602,0.6339,0.6444,,,0.4217,0.424
DecisionTree,Original,0.6915,0.6975,0.6915,0.6943,,,0.5023,0.5024
KNN,Anonymous,0.678,0.6625,0.678,0.6687,,,0.4652,0.4666
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
LogisticRegression,Anonymous,0.7401,0.7295,0.7401,0.7338,,,0.5714,0.5722
LogisticRegression,Original,0.7469,0.7179,0.7469,0.7214,,,0.5676,0.5775
RandomForest,Anonymous,0.7548,0.7291,0.7548,0.7353,,,0.5869,0.5925
RandomForest,Original,0.7627,0.749,0.7627,0.7509,,,0.6006,0.6058
SVM,Anonymous,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
