Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4958,0.5982,0.4958,0.5121,,,0.0436,0.0503
DecisionTree,GaussianCopula,0.5542,0.6156,0.5542,0.571,,,0.0879,0.0932
DecisionTree,Original,0.7083,0.7282,0.7083,0.7152,,,0.3548,0.3588
DecisionTree,TVAE,0.475,0.5395,0.475,0.4949,,,-0.0705,-0.075
KNN,CTGAN,0.575,0.551,0.575,0.5614,,,-0.0515,-0.0521
KNN,GaussianCopula,0.6667,0.6141,0.6667,0.6193,,,0.0726,0.0832
KNN,Original,0.6625,0.6241,0.6625,0.6322,,,0.1048,0.1116
KNN,TVAE,0.6958,0.7887,0.6958,0.5752,,,0.0186,0.0969
LogisticRegression,CTGAN,0.5875,0.6011,0.5875,0.5936,,,0.0644,0.0647
LogisticRegression,GaussianCopula,0.6,0.6454,0.6,0.6138,,,0.1569,0.1627
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,,,0.343,0.343
LogisticRegression,TVAE,0.5833,0.5738,0.5833,0.5782,,,0.0007,0.0007
RandomForest,CTGAN,0.5583,0.5445,0.5583,0.5509,,,-0.0675,-0.0677
RandomForest,GaussianCopula,0.65,0.6032,0.65,0.6141,,,0.0597,0.0646
RandomForest,Original,0.8042,0.7986,0.8042,0.7938,,,0.5017,0.5146
RandomForest,TVAE,0.6083,0.5655,0.6083,0.5808,,,-0.0173,-0.018
