Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4621,0.5265,0.4621,0.4838,,,0.1831,0.1888
DecisionTree,Original,0.6893,0.6964,0.6893,0.6926,,,0.4992,0.4994
DecisionTree,TVAE,0.5831,0.5793,0.5831,0.5794,,,0.3205,0.3216
KNN,CTGAN,0.4497,0.4502,0.4497,0.4499,,,0.1051,0.1052
KNN,Original,0.5774,0.5653,0.5774,0.5703,,,0.3,0.3007
KNN,TVAE,0.5469,0.5041,0.5469,0.5149,,,0.2308,0.2366
LogisticRegression,CTGAN,0.6023,0.5811,0.6023,0.587,,,0.3272,0.3315
LogisticRegression,Original,0.7492,0.7199,0.7492,0.7239,,,0.5716,0.5815
LogisticRegression,TVAE,0.7073,0.6884,0.7073,0.6933,,,0.508,0.512
RandomForest,CTGAN,0.6203,0.6062,0.6203,0.6128,,,0.3759,0.3763
RandomForest,Original,0.7695,0.7553,0.7695,0.7563,,,0.6108,0.6171
RandomForest,TVAE,0.7141,0.6921,0.7141,0.6952,,,0.5224,0.5279
SVM,CTGAN,0.4881,0.3693,0.4881,0.3799,,,0.014,0.0214
SVM,Original,0.4994,0.2494,0.4994,0.3327,,,0.0,0.0
SVM,TVAE,0.5006,0.3752,0.5006,0.3634,,,0.0189,0.0407
