Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6657,0.6684,0.6657,0.667,0.7147,11.5856,0.4586,0.4586
DecisionTree,CTGAN_HYBRID,0.3471,0.3329,0.3471,0.3385,0.4617,23.5315,-0.0837,-0.0843
DecisionTree,GaussianCopula_HYBRID,0.3727,0.3763,0.3727,0.3742,0.4974,22.6087,-0.0116,-0.0116
DecisionTree,Original,0.6702,0.6909,0.6702,0.6785,0.7321,11.8879,0.4759,0.4777
DecisionTree,TVAE_HYBRID,0.5595,0.592,0.5595,0.5551,0.6591,14.0813,0.3094,0.3236
KNN,Anonymous,0.6664,0.65,0.6664,0.6557,0.7793,3.8935,0.4429,0.4452
KNN,CTGAN_HYBRID,0.4262,0.3668,0.4262,0.3868,0.4911,5.6202,-0.0114,-0.012
KNN,GaussianCopula_HYBRID,0.4232,0.3768,0.4232,0.3921,0.4898,6.41,-0.0036,-0.0037
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5926,0.5776,0.5926,0.5758,0.6926,8.6237,0.3321,0.3389
LogisticRegression,Anonymous,0.7395,0.7062,0.7395,0.7097,0.8595,0.6245,0.5542,0.5649
LogisticRegression,CTGAN_HYBRID,0.442,0.3405,0.442,0.3792,0.4606,1.1529,-0.0185,-0.0207
LogisticRegression,GaussianCopula_HYBRID,0.5196,0.3599,0.5196,0.4251,0.6059,1.097,0.1912,0.2254
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6514,0.6274,0.6514,0.6298,0.7727,1.1543,0.4165,0.4226
RandomForest,Anonymous,0.7447,0.723,0.7447,0.7254,0.864,0.6701,0.5659,0.574
RandomForest,CTGAN_HYBRID,0.4398,0.3194,0.4398,0.3545,0.4765,1.0765,-0.0543,-0.0688
RandomForest,GaussianCopula_HYBRID,0.5459,0.4864,0.5459,0.4642,0.6565,0.97,0.1463,0.1865
RandomForest,Original,0.7741,0.7576,0.7741,0.7556,0.8871,0.6257,0.6151,0.6246
RandomForest,TVAE_HYBRID,0.6212,0.6308,0.6212,0.61,0.7801,1.8839,0.3927,0.4067
