Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.4792,0.5201,0.4792,0.495,N/A,N/A,-0.1111,-0.114
DecisionTree,CTGAN,0.3854,0.4822,0.3854,0.4018,N/A,N/A,-0.1484,-0.1745
DecisionTree,GaussianCopula,0.4688,0.5427,0.4688,0.488,N/A,N/A,-0.0543,-0.059
DecisionTree,Original,0.6979,0.7529,0.6979,0.7088,N/A,N/A,0.3813,0.4025
DecisionTree,TVAE,0.4896,0.4848,0.4896,0.4872,N/A,N/A,-0.1988,-0.1988
KNN,Anonymous,0.6146,0.5808,0.6146,0.5929,N/A,N/A,0.0231,0.0238
KNN,CTGAN,0.6146,0.589,0.6146,0.5988,N/A,N/A,0.0421,0.0428
KNN,GaussianCopula,0.6042,0.5732,0.6042,0.585,N/A,N/A,0.0065,0.0067
KNN,Original,0.6146,0.5719,0.6146,0.5861,N/A,N/A,0.0034,0.0035
KNN,TVAE,0.6875,0.4727,0.6875,0.5602,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
LogisticRegression,CTGAN,0.2917,0.3889,0.2917,0.2722,N/A,N/A,-0.193,-0.2854
LogisticRegression,GaussianCopula,0.6771,0.6129,0.6771,0.6007,N/A,N/A,0.0498,0.0702
LogisticRegression,Original,0.8229,0.8213,0.8229,0.8129,N/A,N/A,0.5512,0.5674
LogisticRegression,TVAE,0.6667,0.5778,0.6667,0.5812,N/A,N/A,0.0078,0.0116
RandomForest,Anonymous,0.4896,0.5264,0.4896,0.5042,N/A,N/A,-0.098,-0.1001
RandomForest,CTGAN,0.5417,0.5498,0.5417,0.5455,N/A,N/A,-0.0476,-0.0477
RandomForest,GaussianCopula,0.6458,0.5181,0.6458,0.555,N/A,N/A,-0.0543,-0.0812
RandomForest,Original,0.8438,0.8421,0.8438,0.8374,N/A,N/A,0.6117,0.6219
RandomForest,TVAE,0.6667,0.5489,0.6667,0.5666,N/A,N/A,-0.0159,-0.0281
