Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5164,0.5239,0.5164,0.5199,N/A,N/A,0.1642,0.1643
DecisionTree,CTGAN_HYBRID,0.3757,0.4382,0.3757,0.3967,N/A,N/A,0.0083,0.0086
DecisionTree,GaussianCopula_HYBRID,0.3807,0.4294,0.3807,0.399,N/A,N/A,-0.0003,-0.0003
DecisionTree,Original,0.5422,0.5485,0.5422,0.5452,N/A,N/A,0.2072,0.2073
DecisionTree,TVAE_HYBRID,0.4233,0.4634,0.4233,0.4385,0.5201,20.7871,0.0556,0.0566
KNN,Anonymous,0.5173,0.4967,0.5173,0.5048,N/A,N/A,0.1178,0.1184
KNN,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
KNN,GaussianCopula_HYBRID,0.2361,0.0558,0.2361,0.0902,N/A,N/A,0.0,0.0
KNN,Original,0.5173,0.497,0.5173,0.505,N/A,N/A,0.1183,0.1189
KNN,TVAE_HYBRID,0.1637,0.0268,0.1637,0.046,0.5,1.4787,0.0,0.0
LogisticRegression,Anonymous,0.6003,0.5236,0.6003,0.4777,N/A,N/A,0.0652,0.1242
LogisticRegression,CTGAN_HYBRID,0.5788,0.4637,0.5788,0.5114,N/A,N/A,0.134,0.1495
LogisticRegression,GaussianCopula_HYBRID,0.5862,0.3461,0.5862,0.4352,N/A,N/A,-0.0027,-0.02
LogisticRegression,Original,0.6063,0.5225,0.6063,0.5173,N/A,N/A,0.1355,0.1746
LogisticRegression,TVAE_HYBRID,0.5766,0.4601,0.5766,0.5082,0.6515,1.1905,0.1255,0.1406
RandomForest,Anonymous,0.6077,0.5613,0.6077,0.5647,N/A,N/A,0.2116,0.2271
RandomForest,CTGAN_HYBRID,0.5062,0.4752,0.5062,0.4747,N/A,N/A,0.1351,0.145
RandomForest,GaussianCopula_HYBRID,0.5753,0.451,0.5753,0.4565,N/A,N/A,0.019,0.0329
RandomForest,Original,0.649,0.6258,0.649,0.6021,N/A,N/A,0.2855,0.3112
RandomForest,TVAE_HYBRID,0.5546,0.484,0.5546,0.5016,0.5881,1.3508,0.0913,0.0999
SVM,Anonymous,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,CTGAN_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,GaussianCopula_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,Original,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
SVM,TVAE_HYBRID,0.5888,0.3467,0.5888,0.4364,N/A,N/A,0.0,0.0
