Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.84,0.8317,0.84,0.8357,0.5876,5.7675,0.1844,0.1849
DecisionTree,Original,0.8307,0.8403,0.8307,0.8353,0.6196,6.1023,0.226,0.2266
DecisionTree,TVAE,0.8612,0.8391,0.8612,0.8482,0.5889,5.0022,0.2094,0.2152
KNN,CTGAN,0.8743,0.8276,0.8743,0.84,0.6029,2.4584,0.1016,0.1297
KNN,Original,0.8779,0.8378,0.8779,0.8459,0.6105,2.1223,0.1376,0.172
KNN,TVAE,0.8807,0.837,0.8807,0.8412,0.5927,2.9169,0.096,0.1423
LogisticRegression,CTGAN,0.8932,0.8731,0.8932,0.8641,0.74,0.3192,0.2372,0.3025
LogisticRegression,Original,0.8944,0.8763,0.8944,0.8652,0.7584,0.3059,0.2427,0.3121
LogisticRegression,TVAE,0.8471,0.8318,0.8471,0.8388,0.7095,0.7207,0.1824,0.1841
RandomForest,CTGAN,0.8907,0.867,0.8907,0.863,0.7317,0.5716,0.2346,0.2891
RandomForest,Original,0.8931,0.8716,0.8931,0.8696,0.7845,0.3477,0.2795,0.3254
RandomForest,TVAE,0.8872,0.8598,0.8872,0.8606,0.7322,1.3326,0.2255,0.2693
