Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.503,0.5161,0.503,0.5077,0.5963,17.9133,0.2098,0.2107
DecisionTree,GaussianCopula,0.5098,0.4896,0.5098,0.4957,0.5757,17.669,0.1806,0.1826
DecisionTree,Original,0.6777,0.6946,0.6777,0.6848,0.7351,11.6165,0.4859,0.4871
DecisionTree,TVAE,0.6084,0.6211,0.6084,0.6118,0.6795,14.1135,0.3746,0.3768
KNN,CTGAN,0.503,0.4896,0.503,0.4886,0.5922,5.6942,0.1849,0.1887
KNN,GaussianCopula,0.4224,0.416,0.4224,0.4189,0.529,5.6024,0.0528,0.0529
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.561,0.5174,0.561,0.5292,0.6452,7.1081,0.2481,0.2539
LogisticRegression,CTGAN,0.6739,0.6449,0.6739,0.611,0.7618,0.8205,0.4329,0.4542
LogisticRegression,GaussianCopula,0.5474,0.56,0.5474,0.4742,0.6996,0.9639,0.1686,0.2143
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.6777,0.6544,0.6777,0.652,0.788,1.3175,0.4588,0.4674
RandomForest,CTGAN,0.6355,0.5771,0.6355,0.5805,0.7358,0.8518,0.3756,0.3933
RandomForest,GaussianCopula,0.6077,0.5483,0.6077,0.5446,0.695,0.9435,0.2845,0.3252
RandomForest,Original,0.7771,0.7619,0.7771,0.7616,0.8905,0.668,0.6221,0.6298
RandomForest,TVAE,0.7252,0.7098,0.7252,0.6918,0.8427,1.1165,0.5346,0.5487
