Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.7818,0.8246,0.7818,0.8008,0.5874,7.864,0.1421,0.1465
DecisionTree,Original,0.8747,0.8754,0.8747,0.875,0.6995,4.5159,0.3968,0.3968
DecisionTree,TVAE,0.7934,0.8612,0.7934,0.8191,0.6977,7.4455,0.2834,0.3051
KNN,CTGAN,0.8468,0.818,0.8468,0.8306,0.6125,1.5252,0.1112,0.1151
KNN,Original,0.8821,0.8614,0.8821,0.8678,0.753,1.5055,0.3004,0.3144
KNN,TVAE,0.7669,0.8643,0.7669,0.8013,0.7705,2.9108,0.2703,0.3046
LogisticRegression,CTGAN,0.888,0.8625,0.888,0.8643,0.7189,0.3436,0.2529,0.2908
LogisticRegression,Original,0.9009,0.8857,0.9009,0.8866,0.8977,0.2487,0.3931,0.4191
LogisticRegression,TVAE,0.8578,0.8804,0.8578,0.8672,0.8402,0.7223,0.4074,0.4143
RandomForest,CTGAN,0.8761,0.8481,0.8761,0.8566,0.7229,0.3858,0.2269,0.2451
RandomForest,Original,0.9047,0.8916,0.9047,0.893,0.9262,0.2286,0.4331,0.4538
RandomForest,TVAE,0.8594,0.8613,0.8594,0.8604,0.8512,0.3589,0.3288,0.3289
