Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5143,0.5347,0.5143,0.5222,0.6094,17.5061,0.232,0.2333
DecisionTree,Original,0.6709,0.6912,0.6709,0.6792,0.7327,11.8608,0.4772,0.4789
DecisionTree,TVAE,0.6401,0.6405,0.6401,0.6403,0.6942,12.9735,0.4153,0.4153
KNN,CTGAN,0.4977,0.4922,0.4977,0.4902,0.6186,6.3742,0.1806,0.1827
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE,0.5843,0.5664,0.5843,0.572,0.6854,5.9723,0.3102,0.3122
LogisticRegression,CTGAN,0.6657,0.6046,0.6657,0.6206,0.7731,0.7887,0.4239,0.4366
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE,0.7018,0.6939,0.7018,0.6975,0.8296,0.8595,0.5108,0.5111
RandomForest,CTGAN,0.6785,0.6459,0.6785,0.6526,0.7861,0.7874,0.4606,0.4675
RandomForest,Original,0.7688,0.7548,0.7688,0.7561,0.8881,0.6013,0.6101,0.616
RandomForest,TVAE,0.7312,0.7166,0.7312,0.7215,0.8525,0.7621,0.5536,0.5555
