Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.3724,0.4169,0.3724,0.3857,0.5559,22.5585,0.0982,0.1004
DecisionTree,CTGAN_HYBRID,0.338,0.3857,0.338,0.349,0.5261,23.8606,0.0453,0.0469
DecisionTree,GaussianCopula_HYBRID,0.3678,0.3786,0.3678,0.3723,0.5128,22.7869,0.0323,0.0324
DecisionTree,Original,0.45,0.4559,0.45,0.4528,0.5855,19.8213,0.1592,0.1593
DecisionTree,TVAE_HYBRID,0.4029,0.423,0.4029,0.4095,0.5601,21.5178,0.11,0.1109
KNN,Anonymous,0.4777,0.4216,0.4777,0.4295,0.581,6.6307,0.0914,0.0988
KNN,CTGAN_HYBRID,0.4384,0.4055,0.4384,0.3982,0.5451,7.1768,0.0439,0.046
KNN,GaussianCopula_HYBRID,0.4775,0.3641,0.4775,0.3673,0.5138,8.4545,0.0045,0.0065
KNN,Original,0.4781,0.422,0.4781,0.4311,0.587,6.5115,0.0958,0.103
KNN,TVAE_HYBRID,0.4728,0.4111,0.4728,0.4183,0.5509,8.3023,0.0783,0.0864
LogisticRegression,Anonymous,0.5503,0.3619,0.5503,0.4322,0.7342,1.0054,0.179,0.2375
LogisticRegression,CTGAN_HYBRID,0.3889,0.4415,0.3889,0.3901,0.7057,1.114,0.0864,0.092
LogisticRegression,GaussianCopula_HYBRID,0.5206,0.3826,0.5206,0.3833,0.6037,1.1192,0.061,0.1193
LogisticRegression,Original,0.5694,0.3768,0.5694,0.4522,0.7521,0.9618,0.2318,0.2893
LogisticRegression,TVAE_HYBRID,0.4484,0.4184,0.4484,0.4199,0.6286,3.2473,0.0753,0.0776
RandomForest,Anonymous,0.4941,0.443,0.4941,0.4575,0.689,1.4416,0.1642,0.1701
RandomForest,CTGAN_HYBRID,0.3986,0.437,0.3986,0.403,0.6543,1.2579,0.0888,0.0917
RandomForest,GaussianCopula_HYBRID,0.5016,0.4109,0.5016,0.3655,0.5858,1.1687,0.0241,0.0442
RandomForest,Original,0.5297,0.4696,0.5297,0.482,0.729,1.2332,0.2118,0.2237
RandomForest,TVAE_HYBRID,0.4763,0.432,0.4763,0.4396,0.6612,1.4137,0.1421,0.148
SVM,Anonymous,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,CTGAN_HYBRID,0.498,0.322,0.498,0.3492,,,-0.0024,-0.0063
SVM,GaussianCopula_HYBRID,0.5062,0.2562,0.5062,0.3402,,,0.0,0.0
SVM,Original,0.5302,0.3703,0.5302,0.3887,,,0.0735,0.1708
SVM,TVAE_HYBRID,0.5148,0.4083,0.5148,0.3807,,,0.059,0.1141
