Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5278,0.566,0.5278,0.5424,N/A,N/A,-0.0217,-0.0222
DecisionTree,Original,0.7569,0.7656,0.7569,0.7604,N/A,N/A,0.4449,0.4463
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,N/A,N/A,0.1247,0.1373
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,N/A,N/A,-0.0567,-0.0593
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
RandomForest,Anonymous,0.5903,0.598,0.5903,0.5939,N/A,N/A,0.0526,0.0527
RandomForest,Original,0.8056,0.8002,0.8056,0.8013,N/A,N/A,0.5236,0.5264
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
