Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.4444,0.5948,0.4444,0.4473,,,0.0257,0.0341
DecisionTree,GaussianCopula,0.6736,0.6844,0.6736,0.6782,,,0.2546,0.2554
DecisionTree,Original,0.7708,0.7756,0.7708,0.7729,,,0.4701,0.4707
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,,,-0.0462,-0.0467
KNN,CTGAN,0.6389,0.6,0.6389,0.6121,,,0.0526,0.055
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,,,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,,,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
LogisticRegression,CTGAN,0.4583,0.5975,0.4583,0.4662,,,0.0317,0.0405
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,,,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,,,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,,,-0.0314,-0.0359
RandomForest,CTGAN,0.6111,0.6259,0.6111,0.6175,,,0.1173,0.1179
RandomForest,GaussianCopula,0.7639,0.7573,0.7639,0.7362,,,0.3531,0.3888
RandomForest,Original,0.8056,0.8033,0.8056,0.8043,,,0.5359,0.5362
RandomForest,TVAE,0.6042,0.5681,0.6042,0.5819,,,-0.0168,-0.0173
SVM,CTGAN,0.6875,0.4808,0.6875,0.5658,,,-0.0138,-0.0555
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,,,0.0,0.0
