Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6341,0.6153,0.6341,0.6228,,,0.0972,0.0982
DecisionTree,CTGAN,0.561,0.5405,0.561,0.5496,,,-0.0751,-0.0756
DecisionTree,GaussianCopula,0.5366,0.5649,0.5366,0.5482,,,-0.0186,-0.0188
DecisionTree,Original,0.7317,0.7586,0.7317,0.7394,,,0.4182,0.4263
DecisionTree,TVAE,0.7236,0.7022,0.7236,0.6888,,,0.2424,0.2708
KNN,Anonymous,0.6423,0.5912,0.6423,0.6039,,,0.036,0.0392
KNN,CTGAN,0.6748,0.6067,0.6748,0.6029,,,0.0435,0.0586
KNN,GaussianCopula,0.6992,0.6639,0.6992,0.6518,,,0.1539,0.181
KNN,Original,0.6504,0.6226,0.6504,0.6314,,,0.11,0.113
KNN,TVAE,0.6911,0.6342,0.6911,0.579,,,0.0197,0.0532
LogisticRegression,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
LogisticRegression,CTGAN,0.6748,0.6309,0.6748,0.6338,,,0.1087,0.1214
LogisticRegression,GaussianCopula,0.7236,0.7033,0.7236,0.6831,,,0.2293,0.2645
LogisticRegression,Original,0.8537,0.8626,0.8537,0.8427,,,0.6184,0.6476
LogisticRegression,TVAE,0.7073,0.6893,0.7073,0.6933,,,0.2608,0.2664
RandomForest,Anonymous,0.561,0.5328,0.561,0.545,,,-0.0917,-0.0929
RandomForest,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
RandomForest,GaussianCopula,0.7561,0.7548,0.7561,0.7204,,,0.3199,0.3691
RandomForest,Original,0.8374,0.8427,0.8374,0.8252,,,0.576,0.6032
RandomForest,TVAE,0.7398,0.7547,0.7398,0.6824,,,0.2348,0.3162
SVM,Anonymous,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,CTGAN,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,GaussianCopula,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,Original,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
SVM,TVAE,0.6911,0.4776,0.6911,0.5648,,,0.0,0.0
