Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,CTGAN,0.5292,0.5785,0.5292,0.5457,N/A,N/A,0.0109,0.0114
DecisionTree,Original,0.7208,0.7311,0.7208,0.7249,N/A,N/A,0.3668,0.3682
DecisionTree,TVAE,0.6833,0.5816,0.6833,0.5757,N/A,N/A,0.0039,0.0087
KNN,CTGAN,0.7042,0.6855,0.7042,0.6181,N/A,N/A,0.0923,0.1557
KNN,Original,0.6625,0.6241,0.6625,0.6322,N/A,N/A,0.1048,0.1116
KNN,TVAE,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
LogisticRegression,Original,0.7208,0.7198,0.7208,0.7203,N/A,N/A,0.343,0.343
LogisticRegression,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
RandomForest,CTGAN,0.6917,0.4784,0.6917,0.5656,N/A,N/A,0.0,0.0
RandomForest,Original,0.8208,0.8188,0.8208,0.8102,N/A,N/A,0.5404,0.5575
RandomForest,TVAE,0.6875,0.4775,0.6875,0.5636,N/A,N/A,-0.0083,-0.0432
