Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.5208,0.5671,0.5208,0.5374,N/A,N/A,-0.0189,-0.0195
DecisionTree,CTGAN,0.4236,0.5015,0.4236,0.4462,N/A,N/A,-0.1466,-0.16
DecisionTree,GaussianCopula,0.7014,0.6995,0.7014,0.7004,N/A,N/A,0.2919,0.2919
DecisionTree,Original,0.7431,0.7415,0.7431,0.7422,N/A,N/A,0.3907,0.3907
DecisionTree,TVAE,0.5278,0.5556,0.5278,0.5394,N/A,N/A,-0.0462,-0.0467
KNN,Anonymous,0.6806,0.6398,0.6806,0.6431,N/A,N/A,0.1247,0.1373
KNN,CTGAN,0.5694,0.5241,0.5694,0.5428,N/A,N/A,-0.1138,-0.1176
KNN,GaussianCopula,0.6111,0.5419,0.6111,0.5656,N/A,N/A,-0.0655,-0.0722
KNN,Original,0.6597,0.6276,0.6597,0.6366,N/A,N/A,0.1136,0.118
KNN,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
LogisticRegression,Anonymous,0.5972,0.5493,0.5972,0.5674,N/A,N/A,-0.0567,-0.0593
LogisticRegression,CTGAN,0.6736,0.5407,0.6736,0.5704,N/A,N/A,-0.023,-0.0435
LogisticRegression,GaussianCopula,0.7917,0.7856,0.7917,0.7871,N/A,N/A,0.4896,0.4922
LogisticRegression,Original,0.7361,0.7516,0.7361,0.7416,N/A,N/A,0.4083,0.4115
LogisticRegression,TVAE,0.6319,0.5582,0.6319,0.5794,N/A,N/A,-0.0314,-0.0359
RandomForest,Anonymous,0.6181,0.6302,0.6181,0.6234,N/A,N/A,0.1278,0.1282
RandomForest,CTGAN,0.6944,0.6369,0.6944,0.5815,N/A,N/A,0.0174,0.0501
RandomForest,GaussianCopula,0.7986,0.8034,0.7986,0.7766,N/A,N/A,0.4523,0.4927
RandomForest,Original,0.8056,0.7994,0.8056,0.7996,N/A,N/A,0.5172,0.5222
RandomForest,TVAE,0.5486,0.5624,0.5486,0.555,N/A,N/A,-0.0308,-0.0309
SVM,Anonymous,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,CTGAN,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,GaussianCopula,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,Original,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
SVM,TVAE,0.6944,0.4823,0.6944,0.5692,N/A,N/A,0.0,0.0
