Model,Dataset,Accuracy,Precision,Recall,F1,AUC-ROC,LogLoss,CohenKappa,MCC
DecisionTree,Anonymous,0.6679,0.6804,0.6679,0.6734,0.725,11.9693,0.4684,0.469
DecisionTree,CTGAN_HYBRID,0.4729,0.4769,0.4729,0.4678,0.5711,18.9989,0.1598,0.1627
DecisionTree,GaussianCopula_HYBRID,0.4142,0.4198,0.4142,0.4168,0.5239,21.1159,0.0556,0.0556
DecisionTree,Original,0.6815,0.6995,0.6815,0.6889,0.7388,11.4808,0.4919,0.4934
DecisionTree,TVAE_HYBRID,0.5986,0.6095,0.5986,0.5964,0.6624,14.4663,0.3588,0.3646
KNN,Anonymous,0.5843,0.5725,0.5843,0.5748,0.6755,5.1657,0.304,0.3067
KNN,CTGAN_HYBRID,0.4134,0.4149,0.4134,0.398,0.5556,5.5044,0.0548,0.0578
KNN,GaussianCopula_HYBRID,0.4044,0.3887,0.4044,0.3956,0.5013,5.5436,0.0098,0.0098
KNN,Original,0.5798,0.5704,0.5798,0.5742,0.703,4.3475,0.306,0.3067
KNN,TVAE_HYBRID,0.5467,0.5036,0.5467,0.5152,0.6221,7.0876,0.2146,0.221
LogisticRegression,Anonymous,0.7334,0.7065,0.7334,0.7081,0.8141,0.9283,0.5447,0.5543
LogisticRegression,CTGAN_HYBRID,0.4172,0.4137,0.4172,0.368,0.5822,1.3625,0.0757,0.0962
LogisticRegression,GaussianCopula_HYBRID,0.5392,0.4874,0.5392,0.4349,0.6552,0.9972,0.1182,0.1795
LogisticRegression,Original,0.7756,0.7608,0.7756,0.7619,0.879,0.5821,0.6209,0.6275
LogisticRegression,TVAE_HYBRID,0.6446,0.6037,0.6446,0.6101,0.7508,1.7336,0.4009,0.4113
RandomForest,Anonymous,0.7741,0.76,0.7741,0.761,0.8814,0.6214,0.6186,0.625
RandomForest,CTGAN_HYBRID,0.5858,0.5076,0.5858,0.5345,0.6857,0.964,0.3048,0.3261
RandomForest,GaussianCopula_HYBRID,0.5602,0.4954,0.5602,0.4758,0.6358,0.98,0.1696,0.2229
RandomForest,Original,0.7786,0.7641,0.7786,0.7641,0.8887,0.6219,0.6252,0.6325
RandomForest,TVAE_HYBRID,0.6845,0.6437,0.6845,0.6443,0.8202,0.8225,0.4735,0.4931
